id,age,gender,activities,bike,run,swim,other,1s_critical_power,15s_critical_power,2m_critical_power,3m_critical_power,5m_critical_power,8m_critical_power,10m_critical_power,20m_critical_power,30m_critical_power,1m_peak_wpk,5m_peak_wpk,10m_peak_wpk,20m_peak_wpk,30m_peak_wpk,
d3b0412a-0ca1-4062-b174-c0b4a76b945e,37,M,190,0,187,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9bdd724b-4148-4bee-9344-9e7a526c7fc1,36,M,21,21,0,0,0,681.0,500.13333,302.2,294.05,285.92333,267.99375,263.05167,230.6275,223.83444,5.09851,4.26751,3.92614,3.4422,3.34081,
f43673fa-600b-4b0b-8c3a-ef627347ebe1,46,M,227,3,78,14,132,599.0,562.6,273.13333,259.45,258.35667,252.4,251.075,244.57583,237.47556,4.73721,3.69107,3.64966,3.55519,3.45198,
18f038c9-9eef-47c7-8bcc-69287a903a1e,31,M,62,0,0,0,62,994.0,843.86667,405.80833,396.75,388.93,381.34792,350.98667,300.83333,286.28167,6.32561,4.74305,4.28033,3.6687,3.49124,
e3c630c7-5048-44ed-a7bb-5a35b3d8cac9,47,M,1299,5,0,0,1294,2819.0,875.00413,472.33333,447.33333,397.7,350.60417,335.36818,315.70375,308.87306,7.62577,5.23289,4.41274,4.154,4.06412,
f81b4144-4805-4086-a516-9e348a702e91,55,M,276,276,0,0,0,943.0,698.53333,348.61667,314.81667,275.14667,267.19583,261.48833,244.235,235.00389,6.38254,4.36741,4.15061,3.87675,3.73022,
34d0b9f3-3952-4bab-aa8b-b8d84f966192,37,M,654,567,34,0,53,1162.0,793.4,371.06667,331.48889,315.09667,278.39792,269.74167,242.34917,240.89222,8.24062,5.38627,4.61097,4.0731,4.04861,
025bad5c-1cfc-4c22-a2e3-2be1ccb70008,42,M,1632,1083,542,3,4,1212.0,541.06667,351.04167,348.03889,336.80667,330.34167,327.395,324.01417,323.98111,5.76245,5.46764,5.31485,5.25997,5.25943,
1b5177e3-e424-4ec0-a52a-793e61970795,43,M,609,446,104,56,3,1000.0,908.3804,516.67396,496.67818,439.55595,384.14026,354.50627,280.8199,260.59737,11.09101,7.57855,6.11218,4.84172,4.49306,
e32b8a33-c40d-4b96-bc43-5f2d3180b47c,31,M,252,248,0,0,4,1205.0,895.6,426.125,382.83889,347.72167,312.18854,307.20417,291.12375,270.94417,9.20977,5.9952,5.29662,5.01937,4.67145,
590000fe-c401-4d1a-bca3-8444e3d3f861,38,M,721,519,40,0,162,1615.0,889.0,391.6,370.06111,339.99667,322.75,300.69667,290.31333,263.78806,8.03995,4.99995,4.42201,4.17117,3.82842,
cfd938e6-3fb6-484a-8097-20baffe42827,38,M,179,171,1,0,7,1154.0,1036.86667,394.06667,356.51111,315.62833,306.59479,293.54333,277.47375,264.79222,7.15057,4.29426,3.99379,3.77515,3.60262,
d816dd4e-fda0-4438-ae76-7a27c4a0f701,61,M,35,33,0,0,2,589.215,414.34707,342.75767,333.70051,285.62295,251.98999,216.63066,165.02495,136.22048,4.54282,3.7239,2.82439,2.15156,1.77602,
056a7672-cd60-4559-8031-ab5d4e62b87d,58,M,262,129,84,30,19,901.0,860.26667,361.15,346.44444,338.00333,321.54583,308.90667,284.86583,273.70556,5.66784,3.97651,3.6342,3.35136,3.22007,
87153177-04b1-4b70-b74c-6c5e79b97d03,18,M,30,20,10,0,0,1505.0,566.09731,289.63333,268.95556,252.59333,236.2625,233.95,224.60917,217.01389,4.57574,2.80659,2.59944,2.49566,2.41127,
ae98190b-a646-43f1-ade7-f7cc3290b42b,-1,M,168,85,0,0,83,883.0,526.26667,306.89167,306.32778,305.59,267.375,263.85333,254.22917,246.60444,6.23618,4.73783,4.09075,3.94154,3.82332,
6b67ac81-ede8-4a3b-9071-eed7b6e062b6,-39,M,137,127,0,0,10,992.0,755.6,383.825,364.08889,320.27667,305.92708,302.405,278.17167,270.56111,6.67454,4.44829,4.20007,3.8635,3.75779,
f062b18b-ea62-4f1a-88fb-3922d3c43126,45,M,430,430,0,0,0,2271.0,953.46667,422.825,390.96111,363.49,343.31458,337.60167,312.025,295.79111,19574.16667,16870.83333,16535.16667,14228.58333,13921.58333,
7e31b5df-c37b-4f9f-a6d3-400a2403dcd9,58,M,491,169,97,187,38,713.0,645.0,297.68333,262.93889,247.30667,239.03333,235.85833,213.01833,204.64389,5.80773,3.58415,3.29872,3.08722,2.87837,
d9561e30-73cb-424a-8851-f1370d1ec9f1,50,M,611,610,0,0,1,1369.0,735.6,302.89167,292.22222,273.50667,267.78333,267.2,258.88583,253.14167,6.41954,4.71563,4.6069,4.46355,4.36451,
beb08e71-2bf7-4eae-869f-2cafcd315b1c,86,M,70,70,0,0,0,461.0,362.06667,197.14167,191.23333,183.97,182.76458,181.86333,165.09167,146.61611,3.3037,2.55514,2.52588,2.29294,2.03633,
86327876-a4f1-4614-8e5d-1d23d30c8e02,44,M,1125,1046,2,0,77,1217.0,917.13333,429.4,385.27778,341.13,310.02083,302.67167,281.9375,267.43667,9.12682,5.33016,4.72924,4.40527,4.1787,
f4c77db8-8ea5-43fe-b6c2-c4f0eb4b5d90,33,M,1061,927,1,0,133,1460.0,808.93333,455.81667,432.24444,367.37333,340.46667,335.9,315.99333,304.66444,9.25369,6.2769,5.84174,5.54374,5.21464,
27403767-86ef-4056-a1fc-7b0c97051371,18,M,117,117,0,0,0,2499.0,2267.8,2126.6,2035.72778,1999.87,1947.28125,1968.68167,1906.47,1788.20333,27.71004,25.63936,25.23951,24.44192,22.92568,
08ddcdc4-43d9-46c4-8a0c-90d1f9faa924,62,M,203,0,0,0,203,1930.0,408.31093,323.70592,289.96682,223.00462,246.02292,220.79519,218.56301,215.06568,5.14409,3.30005,3.24699,3.21416,3.16273,
5afc6537-7d34-4302-874c-8a8d8389b821,25,M,764,190,322,55,197,1178.0,757.66667,413.1,394.95556,389.83,383.0375,379.47667,328.76667,316.38389,7.15121,5.23965,5.10049,4.41891,4.25247,
7c259ed0-6ba5-4625-8c00-f4cceef94594,68,M,291,157,0,0,134,772.0,429.86667,289.275,282.59444,272.2,265.32708,263.605,257.445,243.33167,4.31764,3.70461,3.58763,3.5038,3.31172,
9c26a38f-b969-48b1-a0f1-c039e16a8d3e,57,M,240,240,0,0,0,975.647,559.25207,311.1,277.74444,240.66597,231.79208,207.06713,201.63019,197.86264,5.45046,3.19625,2.68532,2.61481,2.56596,
f9f0cbe9-3283-4c77-92b6-e0b4d6ede170,31,M,185,178,7,0,0,1314.0,2498.53333,471.25833,425.22778,370.04,327.92083,317.85667,299.10458,296.89861,10.75749,5.3629,4.60662,4.33485,4.30288,
5f29f9cf-1c62-4ca9-9130-981ee8ce126a,23,M,6,6,0,0,0,1382.0,947.26667,438.41667,385.28889,322.02333,307.57917,302.005,293.52167,259.23167,6.34795,4.41128,4.13705,4.02084,3.55112,
18979904-cf36-4fb0-981c-41025e8eadde,49,M,1722,274,723,122,603,2727.0,1947.46667,726.21667,661.16111,566.96,529.56875,515.38333,444.84,392.74944,11.77954,7.26872,6.57435,5.67449,5.01001,
9ab29206-b810-4b34-9fa0-12e11c3d6d3e,34,M,214,7,207,0,0,1044.0,947.53333,499.2,484.98889,477.20333,475.10417,472.19167,441.19083,396.56889,8.45614,6.27899,6.21305,5.80514,5.21801,
e20510a9-9faf-412c-997c-959a5d1e2876,29,M,254,254,0,0,0,1411.0,1155.0,562.75833,492.09444,432.01333,397.5375,391.39333,383.6425,335.065,9.94583,5.95266,5.39297,5.28617,4.61682,
7caed443-daae-49a7-b4cc-161279f545ad,45,M,301,301,0,0,0,1887.0,811.46667,384.53333,344.9,330.65,277.84375,272.68667,240.26083,231.925,8.49958,5.56457,4.58909,4.04339,3.90311,
d961bfd3-f6ae-4dbf-9121-76541103c8b0,47,M,1171,1148,0,0,23,1119.0,873.08333,374.8,337.74126,307.10513,283.66875,282.93333,266.66333,249.36,8.3559,5.1908,4.65493,4.38725,4.27443,
3a74d290-f9d1-4978-96df-cae296af907a,45,M,194,103,90,0,1,975.0,601.26667,327.45833,293.60556,278.05667,245.18958,240.94667,227.44,221.50833,5.87357,3.97224,3.4421,3.24914,3.1644,
a5085aad-3b34-4edd-a66d-b979ba2e2408,33,M,232,204,18,8,2,910.0,656.26667,505.35833,450.3,370.07,322.0125,311.05333,280.1775,268.99222,6.75543,4.26613,3.61069,3.25228,3.12244,
4b0f0aee-8cd5-4794-86cc-53cdcdad7943,41,M,581,60,0,0,521,2306.0,965.804,825.77728,759.91638,587.00939,585.80435,509.01944,328.27034,257.68722,12.52571,8.63249,7.48558,4.82751,3.875,
6e53efc1-9181-418c-bd9e-615bf11a2fe6,51,M,1441,820,0,0,621,1069.0,882.06667,504.43168,493.52093,476.13646,440.63622,411.69082,363.42895,355.94712,6.54246,5.73658,4.92093,4.37866,4.28852,
7ae9a8fa-c3a6-4aca-8eb1-e0aaf2849d35,57,M,335,28,0,0,307,1369.0,788.09333,417.70667,393.52667,348.38933,299.37292,297.67,295.95667,262.23333,25.25528,20.74244,17.55825,17.09465,16.80845,
41611ac9-2a4d-4a3f-95ef-86469cdc8057,41,M,211,204,7,0,0,2526.0,1472.13333,364.425,324.64444,303.74,287.11667,285.18333,268.75583,242.74333,7.88221,4.56752,4.28847,4.04144,3.65028,
95a4a4e8-bbe1-4279-8b56-ade431011c4e,42,M,18,0,0,0,18,862.0,444.93333,326.40833,325.75,287.74,271.6,264.11833,254.90333,238.53556,5.59706,4.23147,3.88409,3.74858,3.50788,
9c8f7c09-0ed0-4b34-97d5-332c224cbe85,33,M,222,161,0,5,56,1562.0,1072.73333,405.19167,372.86111,316.87,300.90417,298.91833,270.78417,265.60611,7.9254,4.72971,4.46176,4.04182,3.96453,
fa7ecbae-80f0-4b94-818d-c9c6c8175ffb,31,M,1305,641,566,95,3,909.0,1587.66667,392.78333,349.41111,330.01333,317.64167,316.28167,302.9775,289.31833,7.938,4.82123,4.62062,4.41336,4.2144,
ce5e0978-e1bb-414b-9257-06413bccf12b,67,M,1058,914,72,0,72,1114.03509,655.2,334.5,308.56667,274.64667,265.25625,255.88333,236.07583,223.93444,5.90099,3.78457,3.52601,3.25307,3.05567,
cfd78f35-acfc-48c3-9b17-5c7418e78009,-53,M,234,223,0,0,11,1343.0,754.33333,350.66667,312.50556,292.65667,275.61458,259.41667,235.015,228.88889,4.94433,3.3604,2.97873,2.69854,2.6282,
9861246f-a5e2-4cb5-8249-37f188810723,36,M,772,696,1,0,75,860.0,768.93333,415.05833,391.82222,347.78667,325.94375,323.31,295.93208,284.64028,7.1531,4.96838,4.61871,4.2276,4.06629,
a5814d4e-ffa7-4641-9156-7a468235625e,-39,M,585,378,0,0,207,1040.0,661.4,302.0,290.18333,245.77,230.96458,230.04833,224.89583,203.64556,6.22463,3.66821,3.43356,3.35665,3.03949,
725da891-0b0d-4a4b-9bbe-c7bff70e24c6,48,M,775,737,3,1,34,1160.0,899.06667,432.80833,378.86667,355.91333,321.80833,311.49333,295.685,288.04222,8.30922,5.08019,4.48018,4.25151,4.13189,
0031326c-e796-4f35-8f25-d3937edca90f,-44,M,746,670,0,0,76,1145.0,748.53333,325.30833,307.93333,295.61667,259.9,255.83833,239.53583,205.83667,5.07798,3.64959,3.1585,2.95723,2.54119,
01843f3a-8883-4a76-a60f-223c92ff7ef1,36,F,193,167,16,6,4,680.0,613.33333,285.24167,279.89444,270.95333,258.23542,256.4,255.0925,206.64889,4.86852,3.76324,3.56111,3.54295,2.87012,
8bbdac2a-7ca4-466a-95c1-adcd47959447,2018,M,20,10,1,0,9,701.0,379.06667,239.48333,233.72222,228.32667,227.55625,224.855,217.84667,199.23889,3.66022,3.04436,2.99807,2.90462,2.65652,
aa6dbd8c-b8a9-4f06-869e-501a29f46e1c,35,M,387,360,0,0,27,1312.0,817.26667,446.10833,402.44444,369.55333,338.61458,328.655,315.01667,305.52278,7.23681,5.13269,4.56465,4.37523,4.24337,
1746288d-df53-4c13-a06a-978c7ae69318,44,M,2370,1785,1,0,584,2366.0,2925.46667,549.06667,420.66667,352.47,342.96042,339.75167,317.195,296.06889,14.06288,5.34045,5.14775,4.80598,4.48589,
b87f0dc2-fc86-45f5-8a9c-fe4cfd3c9462,-50,M,413,286,96,14,17,1310.0,832.0,432.78333,414.04444,380.86333,355.71458,339.195,293.05083,283.0,6.05208,4.26223,3.79592,3.27953,3.16705,
5f069fe0-3da9-4c8f-84c1-68714a5ad533,30,M,98,98,0,0,0,1167.0,841.26667,365.95833,341.64444,322.86667,280.74583,272.39833,258.97583,251.11944,8.07601,4.89192,4.19074,3.92388,3.80484,
bfd86101-64a6-45a7-985e-34289ee3d1af,22,M,3,1,0,0,2,284.0,156.73333,138.98333,137.52222,137.46,136.15417,135.91333,128.38917,100.72611,1.93943,1.88228,1.8611,1.75807,1.37927,
f58053c0-266c-4ef0-b0d0-983f9cde16ec,40,M,431,423,0,0,8,2000.0,867.86667,386.35833,374.70556,366.75667,314.20625,313.555,308.2,278.94,6.25947,4.39756,3.78233,3.71773,3.36478,
34f3789f-d9cb-4151-b2db-2ac310ecfced,18,M,49,1,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
e7cb2025-3cbe-4bb4-8a66-f1706357ab6c,37,M,260,5,13,0,242,962.19093,534.50618,353.58486,330.91641,314.62006,304.06409,296.60958,284.02367,267.87575,4.87866,4.08597,3.85207,3.68862,3.47891,
db4fe9d2-9e2e-4340-93bd-409b5f1f4328,-39,M,23,23,0,0,0,604.0,438.8,296.225,277.42778,260.42333,243.22708,233.59167,221.10583,214.22667,4.1502,3.0638,2.74814,2.60125,2.52031,
0db62999-da8c-4f44-a080-4ec473daeb0d,38,M,231,197,15,8,11,1602.0,935.53333,369.55,338.98889,312.35333,289.78958,285.12,267.44667,258.16111,7.14154,4.66199,4.25552,3.99174,3.85315,
b4cf4566-7df1-43c3-92f8-e2b7a740dc88,44,M,453,394,0,0,59,1106.0,862.73333,442.25833,409.23889,382.48667,375.8875,369.29,336.1025,320.22056,7.44232,5.30913,4.99678,4.60414,4.51611,
abf4bf77-5b84-4dd9-a3e8-7bac69f88718,33,M,173,31,39,0,103,1518.0,546.93333,409.79167,418.42778,407.76,401.01042,399.8,373.10333,351.28333,6.76981,5.90957,5.7942,5.40729,5.09106,
6348c738-4dfd-469d-91db-db7a21b1ac63,38,M,515,220,199,88,8,1242.0,731.8,365.56667,345.57778,312.5,293.60208,285.55667,271.68917,265.84778,5.94251,4.52899,4.1385,3.93752,3.85287,
5dd99508-9c41-4912-b455-55cd5647cfc8,25,M,96,96,0,0,0,1422.0,1038.93333,372.19167,350.34444,328.03333,296.53125,289.26167,257.67333,244.55056,6.92292,4.55602,4.01752,3.5788,3.39654,
40f04f0b-07b7-4f6a-917a-9c8aa0ea36f4,50,M,1000,442,188,1,369,1000.0,1000.0,686.61786,544.69195,450.0,450.0,410.0,365.83192,356.93326,11.59315,5.81395,5.29716,4.69743,4.55151,
08e0df73-4bb4-41fa-a3b3-56374c9bc0ad,44,M,229,228,0,0,1,1014.0,725.13333,339.8,333.2,324.20667,307.86667,294.615,252.23167,243.12333,4.89089,4.32276,3.9282,3.36309,3.24164,
38bd3c8e-96c8-4279-9e24-e3e69d7118e5,38,M,1472,503,747,108,114,1433.0,761.06667,293.29167,288.32778,279.43333,267.29375,254.79,251.28333,229.49278,5.03333,4.23384,3.86045,3.80732,3.47716,
aeef0bc8-af99-4d5b-bfca-eddf457ac768,50,M,55,12,0,0,43,1960.0,753.73333,308.28333,300.04444,280.60333,257.57917,248.24,218.12167,211.50833,4.60706,3.30122,2.92047,2.56614,2.48833,
848f1a9a-6343-41c8-b090-72383b3f3279,43,M,215,215,0,0,0,2122.0,727.26667,373.86667,327.65556,294.15667,283.98125,274.86333,257.54333,254.36167,5.87801,4.08551,3.81755,3.57699,3.5328,
8cf6f469-0746-4d89-b835-36f4fab70e4d,38,M,960,959,0,0,1,1455.0,1034.8,516.00833,453.06667,433.66,400.55625,391.31833,376.40667,374.15556,8.36435,5.48937,5.11783,4.76464,4.73615,
d57f2dbb-29a4-4bde-8f07-161570f414d9,54,M,63,20,20,15,8,345.376,279.96667,228.95397,221.20149,212.53062,203.49438,201.52395,195.90282,188.2137,3.35722,2.87204,2.7233,2.64734,2.54343,
69215d1d-cd66-4c5a-8ffe-e95f7b29faa6,18,M,14,6,0,0,8,571.0,408.0,265.4,257.68333,256.64,255.11458,254.19333,236.06083,220.49778,3.69022,3.42187,3.38924,3.14748,2.93997,
778b4e15-39bf-4e02-a5fd-1cbb928cfa77,63,F,61,61,0,0,0,769.0,289.2,176.20833,172.55,158.87333,148.15,144.33833,142.02083,126.91833,3.66012,2.83702,2.57747,2.53609,2.2664,
d828f947-a67a-4472-8b25-fd6d967b2d48,43,M,305,93,56,25,131,2090.0,859.2,390.87338,371.61111,341.84333,310.23542,296.10333,290.6225,287.45944,7.22535,4.81469,4.17047,4.09327,4.04872,
a294ea5a-cfb9-4e62-9b16-e6f49bb320d6,-58,M,240,239,0,0,1,2272.0,1608.53333,567.90848,533.79901,489.14169,449.76961,383.17298,312.48667,273.13444,8.35227,5.02493,3.93632,3.16924,2.77013,
6c861b3e-be93-4ea1-9f0b-6aeffa11377b,45,M,267,20,0,0,247,1000.0,1000.0,680.80518,587.01873,485.37753,438.23511,429.22088,412.88536,351.58041,12.01032,6.22279,5.5743,5.36215,4.56598,
87a4add7-0f2e-4548-b625-f2f976a4980b,26,M,1069,239,13,0,817,1473.0,978.93333,582.01667,502.29444,458.74167,385.93958,378.59833,370.34,348.45667,9.52105,6.052,4.98156,4.87289,4.58496,
feec0275-05ea-4e1e-a73d-480faff35898,38,M,632,504,125,0,3,1369.0,1000.0,544.5881,425.26667,335.23,267.97292,248.02399,238.08752,221.04225,8.98051,4.13864,3.08104,2.95761,2.74587,
f3b574f2-1cb3-4058-9db3-e9afd7c76c71,52,M,274,257,0,0,17,691.0,453.06667,307.22832,288.22222,238.82667,226.0625,223.69833,214.53667,191.72556,6.11749,4.1177,3.85687,3.69891,3.30561,
494b6ee1-1e0e-4575-a0fb-0e7e65c549e6,51,M,134,118,0,0,16,1328.0,853.0,435.74167,374.57222,352.515,346.11771,325.96833,297.455,293.31806,6.8613,4.0519,3.74676,3.41902,3.37147,
09684437-c319-4369-ace4-d0335d9c2b27,45,M,735,220,80,0,435,1782.0,824.06667,460.24167,429.01667,411.41,395.48958,383.79167,356.435,346.18444,8.22331,5.79555,5.40649,5.02112,4.87672,
21ee1993-b457-4919-97a3-2e8928d60adb,42,M,216,123,0,0,93,2439.0,716.53333,335.45,286.65,267.91,237.28125,233.065,221.52333,196.24833,5.54711,3.57213,3.10753,2.95364,2.61664,
6c860674-95ce-4d9f-82ca-93903ee50c96,29,M,579,0,6,3,570,1352.0,861.53333,436.88333,405.24444,385.03,356.15625,337.97667,325.225,280.70056,6.64954,5.27438,4.62982,4.45514,3.84521,
3156fa0d-187c-4068-b156-440da6d6893b,18,M,256,189,41,8,18,1471.0,1004.86667,439.75833,427.08333,415.66667,384.11667,359.99,283.87333,267.13167,5.85771,4.75048,4.11417,3.24427,3.05293,
bc3dd711-a083-4f7f-8943-d5924858bba6,-67,M,3021,2279,231,86,425,930.0,833.66667,452.71706,441.51477,368.84667,367.23125,337.75333,325.77861,297.11528,7.593,5.4505,4.98161,4.79086,4.42136,
425210cc-4f05-49e1-a25e-6c794f55ca5f,44,M,941,754,44,0,143,2888.0,1152.46667,517.175,499.78333,479.32333,468.9625,464.41,436.05083,417.45722,9.59893,5.70623,5.52869,5.19108,4.96973,
841e8de3-a6f1-45ee-ada9-b291e8fdae90,49,M,324,321,0,0,3,1864.0,703.66667,408.13333,407.42222,383.80667,320.67708,300.16667,289.21583,282.27111,6.46791,5.72846,4.4801,4.31665,4.213,
fd127124-5221-4687-882c-ba917c87e40c,-1,M,77,73,3,0,1,1431.0,922.73333,429.625,364.50556,307.39,282.72292,279.75833,259.0925,223.52,6.37298,3.63562,3.30881,3.06438,2.64365,
e2b0988d-9c83-4793-a941-bd35590ff917,58,M,195,191,0,0,4,1237.0,935.26667,416.80833,381.83889,363.94667,330.47708,323.20833,288.48,277.04,7.27247,4.69609,4.17043,3.72232,3.57471,
3cbfbe79-bca0-4cbb-9f47-aeeed28935ea,49,M,316,218,0,0,98,1115.0,918.73333,389.18333,337.3,300.47,278.47917,280.26,254.3875,238.29611,4.47068,2.78213,2.595,2.35544,2.20645,
22066cfa-2ce8-495b-81a2-a94b9a31922d,57,M,294,278,1,0,15,626.0,528.4,263.7,245.76111,221.22333,207.87292,204.99667,197.82667,191.05,4.36667,2.69785,2.49996,2.41252,2.32988,
b04578c5-d91f-4760-b2f2-d17cab0da031,-54,M,2299,783,90,0,1426,1227.0,988.2,447.14167,404.54444,376.18,343.24167,334.99667,297.88917,272.485,9.5792,5.97504,5.344,4.67093,4.24242,
4c4991a6-71a1-4477-8618-737d98cdffd2,46,M,114,39,0,0,75,1975.0,598.33333,445.96667,417.21111,381.88,318.41458,285.75,248.40083,226.31,6.75204,5.49468,4.11151,3.57411,3.25626,
aa00f192-c83b-4df7-b6b5-fd225c80fd83,38,M,223,170,29,22,2,2000.0,743.4,318.23333,294.06111,287.81667,278.98542,269.16167,252.03667,227.94944,4.73496,3.45933,3.23512,3.03659,2.73978,
06b4cfdc-cb2d-48ce-bde1-041db83e43c8,21,M,668,411,140,2,115,1273.0,915.86667,453.94167,373.94444,359.27333,328.90625,322.83833,300.55417,289.21861,8.45706,5.17688,4.65187,4.33077,4.16744,
0cc3dc99-e381-4cbe-805f-9a484411a5b7,-49,M,180,64,71,45,0,987.0,722.13333,423.7,370.36667,355.73,349.95208,346.34833,314.30917,306.10611,5.97548,4.08885,3.98102,3.61275,3.51846,
2ab0de4c-0ad5-4fe5-a7e7-62c1f15d10ed,40,M,515,482,3,0,30,1312.0,1024.73333,468.71667,456.60556,425.57333,379.98125,377.94667,356.4,338.44722,6.61686,5.00675,4.44643,4.19294,3.98173,
b8860494-ea4f-42d3-bd4b-5387a2d9b853,57,M,169,169,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6e835e36-9f7e-4012-a635-35614f1411f3,36,M,200,195,0,0,5,1250.0,841.33333,408.55833,374.11667,295.49333,279.84375,263.89167,260.22333,247.01111,6.27927,3.83758,3.42716,3.37952,3.20794,
e32dbd06-a26e-4b6c-956e-e225ae694288,-72,M,252,209,0,0,43,1138.0,904.73333,425.29167,418.59444,381.59,366.4,344.52833,339.2225,303.95472,8.16875,5.29986,4.78512,4.71142,4.22159,
e3c2ec58-ffb8-45f3-810f-015f823cbe4a,54,M,875,39,0,0,836,1017.0,844.66667,398.48333,373.62778,342.71333,323.81667,314.83167,288.47833,274.49944,7.08333,4.8959,4.4976,4.12112,3.92142,
9b066de8-a596-4f7d-a226-b207b92f1cf7,35,M,219,218,0,0,1,1234.0,795.6,414.78333,390.18333,355.85333,327.25208,320.08,278.265,262.45611,7.92422,5.04042,4.53371,3.94143,3.71751,
42ffef73-a952-43b3-93a5-9685d4a740bf,36,M,622,618,0,0,4,1420.0,958.4,393.55,342.60556,303.20667,295.23333,291.195,268.52833,253.56833,6.93645,4.36269,4.18986,3.86372,3.64847,
ef3535ae-22ba-4e80-8016-c496e99e7ff9,-58,M,174,162,1,0,11,2474.0,654.8,377.2,363.07778,312.23333,295.09583,287.80667,262.94,257.05667,5.40178,4.16311,3.83742,3.50587,3.42742,
ea01a980-b0c2-47c1-adff-428b3f492d58,42,M,201,156,1,0,44,2054.0,654.8,377.2,363.07778,312.23333,295.09583,287.80667,262.465,243.43333,5.47477,4.21937,3.88928,3.54682,3.28964,
71b26c12-1dd1-4ba6-916b-1f22530bbdfd,-1,M,2714,704,851,476,683,2428.0,1009.46667,485.64167,480.71111,476.65667,447.18958,432.64167,409.66917,410.29361,6.67378,6.35542,5.76856,5.46226,5.47058,
a429944d-b166-41c2-afeb-66e87e9f3a34,41,M,27,27,0,0,0,730.224,468.69513,201.79961,169.55481,131.96655,116.47932,111.03543,89.45019,82.32915,3.39611,1.75955,1.48047,1.19267,1.09772,
f1d02c2e-9d94-42b5-8452-c2db9610d229,34,M,47,4,36,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
e041a4f5-aff4-44d5-85b5-4dd78dd4a847,23,M,522,131,112,82,197,2567.0,1220.33333,472.73333,415.16667,371.73,324.92083,304.20667,292.64833,275.44722,6.78394,4.47867,3.66514,3.52588,3.31864,
9866ae03-6a1c-414a-929c-5ba8fa00abed,41,M,1514,796,6,0,712,1164.0,868.13333,434.54167,379.82222,368.97667,357.53958,352.42333,342.89583,336.11111,8.16641,5.67656,5.4219,5.27532,5.17094,
457faf4a-d22f-4d8d-9105-d6769bbd524b,22,M,605,13,1,1,590,1178.1,1000.0,761.68691,676.04732,639.59754,626.25013,577.80941,500.49395,362.05246,8.6311,6.13341,5.54089,4.79948,3.48727,
144fc67b-6a27-43d6-a295-1b5f619ad08d,48,M,202,200,2,0,0,1132.0,689.86667,334.25,307.0,296.41667,289.18333,274.61,253.9,231.15167,6.13146,4.17488,3.86775,3.57606,3.25566,
633de829-8fab-49fd-b612-39cf33f0d9b5,61,M,11,11,0,0,0,1000.0,711.63,282.43227,272.47346,258.71127,231.34089,222.79572,177.837,164.67779,5.29794,3.59321,3.09439,2.46996,2.28719,
74de8803-b2b8-4a5f-b885-6c5f1178089c,47,M,537,462,64,0,11,1024.0,843.8,381.7,369.72778,352.73333,326.81875,311.18833,267.60917,258.09194,4.69518,4.2498,3.74926,3.19308,3.10954,
edd16bc2-f661-4855-9d42-08f47bd7982e,47,M,733,412,113,60,148,1095.0,802.0,376.78333,342.65,324.94667,316.49792,314.21667,296.46,265.75722,8.02302,5.15788,4.98757,4.70571,4.21837,
9dc43345-6dc4-4783-9f7e-14f3476957c2,46,M,152,152,0,0,0,1538.0,550.53333,292.125,285.30556,271.79,252.49583,239.37333,227.50625,212.28417,3.52293,2.90026,2.55435,2.42771,2.26528,
891df702-afce-4a77-8e08-d19d2e7ade9d,32,M,447,228,26,7,186,1915.0,782.6,441.6,426.23333,354.37667,346.90208,343.6,330.40583,311.48722,6.02195,4.32167,4.19024,4.02934,3.79862,
1effa9aa-10c3-4ecc-9ab7-55542cb3ee8c,38,M,491,423,2,5,61,1201.0,943.4,498.15833,441.40556,395.21,370.8125,362.97833,350.27167,315.57833,9.36201,5.81191,5.37158,5.24659,4.64086,
9e21b009-78b9-42e7-b598-93a2d4b31e25,-51,M,1217,928,0,0,289,1410.0,1007.66667,689.7111,667.9216,626.63121,601.93459,601.59379,596.36157,500.1048,10.30184,8.35508,8.02125,7.95149,6.66806,
c9b05b49-67a8-40de-b018-085ce06a572d,77,M,2089,2026,0,0,63,2632.0,682.3745,372.72131,363.45946,361.44262,349.95876,342.04959,324.92116,317.85042,6.53346,5.31221,5.02718,4.77544,4.67152,
812a4917-4a01-4d3a-bdcc-710eb827cad1,30,M,94,93,0,0,1,854.0,694.13333,385.03333,347.17778,306.21667,295.01667,285.36,265.05583,258.01944,5.72784,3.60255,3.35718,3.1183,3.03552,
b5342e02-3fc5-44fa-80ec-28cab99ee589,40,M,349,124,147,0,78,2000.0,894.53333,380.075,363.92222,312.97333,280.02292,281.50167,270.59833,250.31833,7.54512,4.17298,3.82995,3.68161,3.35998,
82c240a4-d6a6-4ffd-9235-bc63745a2cb4,58,M,25,3,21,1,0,339.0,244.8,215.63333,210.28611,200.59833,186.46458,185.81,165.10667,160.99778,3.93736,3.45859,3.20362,2.84667,2.77582,
